user_input|corrected_input|query_type|action_type|display_entities|filter_entities|business_validation|enhanced_nlp_query_type|enhanced_nlp_action_type
Which parts have the longest lead times?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_lead_time_query
Show supplier performance metrics|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
What parts are backordered?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Show all validation errors from last month|null|CONTRACTS|error|[]|[]|{}|FAILED_PARTS|failed_parts_list
Which contracts have the most data quality issues?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
List parts with missing classification|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
What are the top 5 error columns?|null|CONTRACTS|error|[]|[]|{}|FAILED_PARTS|failed_parts_list
Show contracts with incomplete customer information|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Find parts with inconsistent pricing|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Which contracts have missing documentation?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Show data completeness metrics|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
What are the most frequent validation failures?|null|CONTRACTS|error|[]|[]|{}|FAILED_PARTS|failed_parts_list
Find contracts with outdated information|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Which contracts need immediate attention?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Show parts that failed loading today|null|CONTRACTS|error|[]|[]|{}|FAILED_PARTS|failed_parts_list
List contracts with missing payment terms|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
What parts are pending approval?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Show contracts with status issues|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Find contracts requiring renewal|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Which parts need price updates?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_price_query
Show system processing errors|null|CONTRACTS|error|[]|[]|{}|FAILED_PARTS|failed_parts_list
What contracts have compliance issues?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Find parts with inventory problems|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Show all contracts for customer ABC Corp|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
What's the status of customer inquiry 123456?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
List all parts ordered by customer XYZ Ltd|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Show contract history for customer DEF Inc|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
What are the payment terms for customer GHI Co?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Find customer contact information|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Show customer satisfaction metrics|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
What contracts are under dispute?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Find customer billing issues|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Show customer order history|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
What's the total contract value this quarter?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Show revenue by customer segment|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Find contracts with payment delays|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
What's the average contract value?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Show profit margins by contract type|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Find high-value contracts at risk|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
What's the collection rate for overdue accounts?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Show pricing trends by part category|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Find contracts with cost overruns|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_price_query
What's the return on investment for key contracts?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Show all contract modifications this quarter|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
List parts with pricing discrepancies|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Which contracts lack proper documentation?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Show all failed validation checks|null|CONTRACTS|error|[]|[]|{}|FAILED_PARTS|failed_parts_list
What contracts have compliance issues?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Find contracts requiring legal review|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Show audit trail for contract changes|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
What contracts violate company policies?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Find unauthorized contract modifications|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Show regulatory compliance status|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Show contract processing performance|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
What's the average time to contract approval?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Find bottlenecks in contract creation|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Show user activity metrics|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
What's the system uptime percentage?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Find slow-performing queries|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Show data processing statistics|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
What's the error rate by process?|null|CONTRACTS|error|[]|[]|{}|FAILED_PARTS|failed_parts_list
Find peak usage times|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Show capacity utilization metrics|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
